2025-05-12 09:18:02.215 | INFO     | main:<module>:27 - Starting application in development mode
2025-05-12 09:18:02.314 | INFO     | services.openai_service:_init_clients:50 - OpenAI clients initialized successfully
2025-05-12 09:18:02.314 | INFO     | services.openai_service:__init__:43 - OpenAI service initialized with model gpt-4o
2025-05-12 09:18:02.341 | INFO     | services.cached_notion_service:__init__:65 - CachedNotionService initialized with TTL=300s, max_size=1000
2025-05-12 09:18:02.873 | INFO     | services.slack_service:_initialize_app:55 - Slack app initialized successfully.
2025-05-12 09:18:03.074 | INFO     | services.slack_service:_initialize_app:60 - Bot User ID: U08RG89NFK7
2025-05-12 09:18:03.074 | INFO     | actions.action_framework:__init__:40 - ServiceContainer initialized with available services
2025-05-12 09:18:03.083 | INFO     | services.slack_service:start_socket_mode:85 - Slack Socket Mode thread started.
2025-05-12 09:18:03.083 | INFO     | main:startup_event:150 - Slack bot started in socket mode.
2025-05-12 09:18:03.110 | INFO     | services.slack_service:socket_mode_runner:78 - Starting Slack SocketModeHandler...
2025-05-12 09:18:27.564 | ERROR    | main:handle_mention:132 - Error handling mention: 'CachedNotionService' object has no attribute 'handle_nickname_command'
2025-05-12 09:20:06.298 | INFO     | main:<module>:27 - Starting application in development mode
2025-05-12 09:20:06.461 | INFO     | services.openai_service:_init_clients:50 - OpenAI clients initialized successfully
2025-05-12 09:20:06.461 | INFO     | services.openai_service:__init__:43 - OpenAI service initialized with model gpt-4o
2025-05-12 09:20:06.496 | INFO     | services.cached_notion_service:__init__:65 - CachedNotionService initialized with TTL=300s, max_size=1000
2025-05-12 09:20:07.176 | INFO     | services.slack_service:_initialize_app:55 - Slack app initialized successfully.
2025-05-12 09:20:07.399 | INFO     | services.slack_service:_initialize_app:60 - Bot User ID: U08RG89NFK7
2025-05-12 09:20:07.400 | INFO     | actions.action_framework:__init__:40 - ServiceContainer initialized with available services
2025-05-12 09:20:07.402 | INFO     | services.slack_service:start_socket_mode:85 - Slack Socket Mode thread started.
2025-05-12 09:20:07.403 | INFO     | main:startup_event:150 - Slack bot started in socket mode.
2025-05-12 09:20:07.435 | INFO     | services.slack_service:socket_mode_runner:78 - Starting Slack SocketModeHandler...
2025-05-12 09:20:19.989 | INFO     | main:<module>:27 - Starting application in development mode
2025-05-12 09:20:20.074 | INFO     | services.openai_service:_init_clients:50 - OpenAI clients initialized successfully
2025-05-12 09:20:20.074 | INFO     | services.openai_service:__init__:43 - OpenAI service initialized with model gpt-4o
2025-05-12 09:20:20.098 | INFO     | services.cached_notion_service:__init__:66 - CachedNotionService initialized with TTL=300s, max_size=1000
2025-05-12 09:20:20.644 | INFO     | services.slack_service:_initialize_app:55 - Slack app initialized successfully.
2025-05-12 09:20:20.858 | INFO     | services.slack_service:_initialize_app:60 - Bot User ID: U08RG89NFK7
2025-05-12 09:20:20.858 | INFO     | actions.action_framework:__init__:40 - ServiceContainer initialized with available services
2025-05-12 09:20:20.860 | INFO     | services.slack_service:start_socket_mode:85 - Slack Socket Mode thread started.
2025-05-12 09:20:20.861 | INFO     | main:startup_event:150 - Slack bot started in socket mode.
2025-05-12 09:20:20.889 | INFO     | services.slack_service:socket_mode_runner:78 - Starting Slack SocketModeHandler...
2025-05-12 09:20:42.084 | INFO     | actions.action_framework:__init__:694 - ActionRouter initialized with 4 actions
2025-05-12 09:20:42.088 | INFO     | actions.action_framework:_get_action_for_text:708 - Selected action ContextResponseAction for message: <@U08RG89NFK7> are you fully operational like the ...
2025-05-12 09:20:42.089 | INFO     | services.slack_service:fetch_channel_history:172 - Fetching channel history for C08S6PE143A (limit: 1000)...
2025-05-12 09:20:42.673 | INFO     | services.slack_service:fetch_channel_history:192 - Fetched 90 messages from channel C08S6PE143A.
2025-05-12 09:20:42.673 | INFO     | services.slack_service:fetch_thread_history:204 - Fetching thread history for C08S6PE143A, ts: 1747056041.910509 (limit: 1000)...
2025-05-12 09:20:42.944 | INFO     | services.slack_service:fetch_thread_history:225 - Fetched 1 messages from thread 1747056041.910509.
2025-05-12 09:20:44.401 | INFO     | services.cached_notion_service:get_user_page_content:366 - Retrieved Notion page content for user U089YKL1T4H (length: 845)
2025-05-12 09:20:44.704 | WARNING  | utils.token_management:get_encoder_for_model:19 - Model gpt-4o not found in tiktoken. Falling back to cl100k_base.
2025-05-12 09:20:47.835 | WARNING  | utils.token_management:get_encoder_for_model:19 - Model gpt-4o not found in tiktoken. Falling back to cl100k_base.
2025-05-12 09:20:47.840 | INFO     | services.openai_service:get_completion_async:151 - Sending 4756 tokens to OpenAI async. Model: gpt-4o
2025-05-12 09:21:43.168 | INFO     | actions.action_framework:__init__:694 - ActionRouter initialized with 4 actions
